Destination,Origin,Flow
LYP,MNL,1518
LYP,MPM,245
LYP,NBO,621
LYP,ODS,633
LYP,OTP,308
LYP,OUA,274
LYP,OVB,275
LYP,PEK,1020
LYP,PEW,3435
LYP,PNQ,849
LYP,PRG,255
LYP,PVG,311
LYP,RIX,300
LYP,ROV,215
LYP,RUH,508
LYP,RYK,286
LYP,SHJ,243
LYP,SIN,4981
LYP,SOF,138
LYP,SVO,137
LYP,SVX,231
LYP,SYZ,1304
LYP,TAS,699
LYP,TBS,293
LYP,TBZ,651
LYP,TIP,296
LYP,TLV,334
LYP,TRV,793
LYP,TSE,158
LYP,URC,517
LYP,VIE,253
LYP,XUZ,239
LYP,YCU,264
LYP,YIH,180
LYS,AAE,1128
LYS,ABJ,267
LYS,ABV,1103
LYS,ACC,129
LYS,ACE,475
LYS,ADA,475
LYS,ADB,157
LYS,ADD,131
LYS,ADE,289
LYS,AGA,7587
LYS,AGP,367
LYS,ALA,151
LYS,ALC,175
LYS,ALG,17394
LYS,ALP,1476
LYS,ALY,132
LYS,AMD,875
LYS,AMM,453
LYS,AMS,54887
LYS,ARN,310
LYS,ASB,574
LYS,ASR,131
LYS,ATH,362
LYS,ATL,591
LYS,ATQ,687
LYS,AUH,299
LYS,AYT,574
LYS,BBU,19174
LYS,BCN,46826
LYS,BEG,363
LYS,BES,7625
LYS,BEY,550
LYS,BFS,297
LYS,BGW,1291
LYS,BGY,141
LYS,BHX,23100
LYS,BJA,3096
LYS,BKK,1057
LYS,BKO,2261
LYS,BLJ,3175
LYS,BLQ,19636
LYS,BOD,13692
LYS,BOG,136
LYS,BOJ,226
LYS,BOM,533
LYS,BRI,234
LYS,BRU,28964
LYS,BSK,1944
LYS,BTS,184
LYS,BUD,369
LYS,BZV,5779
LYS,CAG,130
LYS,CAI,1669
LYS,CAN,122
LYS,CDG,42767
LYS,CFR,1916
LYS,CGN,290
LYS,CIA,41238
LYS,CLO,279
LYS,CMN,42718
LYS,COO,2190
LYS,CPH,13024
LYS,CRL,384
LYS,CTA,2461
LYS,CUN,188
LYS,CZL,6078
LYS,DAM,378
LYS,DEL,629
LYS,DKR,212
LYS,DLA,4804
LYS,DME,306
LYS,DMM,106
LYS,DOH,374
LYS,DOK,584
LYS,DRS,146
LYS,DTW,153
LYS,DUB,34800
LYS,DUR,202
LYS,DUS,31081
LYS,DXB,1196
LYS,EDI,15444
LYS,EMA,218
LYS,ESB,313
LYS,EVN,513
LYS,EWR,248
LYS,EZE,157
LYS,FCO,39660
LYS,FEZ,12876
LYS,FIH,6616
LYS,FLR,4089
LYS,FOR,842
LYS,FRA,34968
LYS,FRU,686
LYS,GDN,102
LYS,GIG,102
LYS,GLA,147
LYS,GOI,795
LYS,GOT,14111
LYS,GRU,196
LYS,GUA,213
LYS,GYD,185
LYS,GYE,230
LYS,HAJ,229
LYS,HAM,35650
LYS,HAN,102
LYS,HAV,263
LYS,HEL,511
LYS,HER,277
LYS,HKG,473
LYS,HRE,3533
LYS,HRG,316
LYS,IAD,274
LYS,IAH,126
LYS,ICN,415
LYS,IKA,338
LYS,INN,116
LYS,ISB,102
LYS,IST,69159
LYS,JED,435
LYS,JFK,593
LYS,JIB,3058
LYS,JNB,298
LYS,KBL,4396
LYS,KBP,594
LYS,KEF,510
LYS,KIN,147
LYS,KIV,2874
LYS,KRK,219
LYS,KUL,240
LYS,KZN,161
LYS,LAX,314
LYS,LBA,233
LYS,LBD,300
LYS,LCY,166
LYS,LED,765
LYS,LEH,1192
LYS,LEI,103
LYS,LFW,4003
LYS,LGW,71551
LYS,LHE,139
LYS,LHR,96576
LYS,LIG,2259
LYS,LIL,7172
LYS,LIN,129
LYS,LIR,346
LYS,LIS,26838
LYS,LOS,209
LYS,LPA,278
LYS,LPL,157
LYS,LRM,802
LYS,LTN,260
LYS,LUN,1344
LYS,LWO,594
LYS,LXR,483
LYS,MAD,57490
LYS,MAN,11949
LYS,MBA,3141
LYS,MCO,103
LYS,MEX,347
LYS,MLA,14880
LYS,MPL,4404
LYS,MPM,1670
LYS,MRS,10313
LYS,MSQ,153
LYS,MUC,47813
LYS,MVD,129
LYS,MXP,28892
LYS,NAP,401
LYS,NAT,373
LYS,NBO,194
LYS,NCE,11862
LYS,NCL,188
LYS,NDR,344
LYS,NRN,157
LYS,NRT,380
LYS,NTE,8204
LYS,NUE,150
LYS,ODS,916
LYS,OPO,28303
LYS,ORD,245
LYS,ORK,122
LYS,ORN,13422
LYS,ORY,27237
LYS,OTP,25792
LYS,OUA,4199
LYS,OVD,153
LYS,PAP,2651
LYS,PEK,1545
LYS,PEW,260
LYS,PHL,133
LYS,PMI,262
LYS,PMO,2413
LYS,PNH,154
LYS,PNQ,613
LYS,POP,338
LYS,PRG,28966
LYS,PTP,4740
LYS,PUF,7894
LYS,PVG,514
LYS,QSF,4166
LYS,RAI,757
LYS,RAK,20754
LYS,REC,301
LYS,RIX,364
LYS,RNS,2929
LYS,RUH,342
LYS,RUN,19733
LYS,RZE,160
LYS,SAW,369
LYS,SCL,112
LYS,SFO,190
LYS,SIN,877
LYS,SIP,378
LYS,SJJ,402
LYS,SJU,105
LYS,SKG,737
LYS,SOF,476
LYS,SPU,1976
LYS,STN,51168
LYS,STR,24346
LYS,SVG,108
LYS,SVO,598
LYS,SVQ,163
LYS,SVX,154
LYS,SXB,9591
LYS,SXF,523
LYS,SZG,168
LYS,TAS,192
LYS,TBS,136
LYS,TBZ,400
LYS,TFS,371
LYS,TGD,534
LYS,TIA,165
LYS,TIP,410
LYS,TLL,237
LYS,TLS,18778
LYS,TLV,860
LYS,TNG,260
LYS,TPE,163
LYS,TRD,490
LYS,TRN,131
LYS,TSR,103
LYS,TXL,595
LYS,UFA,198
LYS,UIO,141
LYS,ULN,237
LYS,VAR,431
LYS,VCE,27977
LYS,VIE,54896
LYS,VLC,532
LYS,VNO,377
LYS,VVI,344
LYS,WAW,338
LYS,WIL,195
LYS,XRY,157
LYS,YCU,107
LYS,YUL,15812
LYS,YVR,101
LYS,YYC,189
LYS,YYZ,702
LYS,ZAG,232
LYS,ZNZ,513
LYS,ZRH,34875
LZH,ADE,147
LZH,ALA,726
LZH,ALG,389
LZH,ASB,312
LZH,BAV,800
LZH,BHY,2842
LZH,BKK,7506
LZH,BKO,218
LZH,BLR,279
LZH,BOM,260
LZH,BZV,144
LZH,CAI,775
LZH,CAN,14344
LZH,CCU,441
LZH,CDG,106
LZH,CGD,103
LZH,CGK,509
LZH,CGO,2462
LZH,CGQ,1023
LZH,CIH,133
LZH,CKG,2901
LZH,CSX,913
LZH,CTU,4716
LZH,CZX,139
LZH,DAC,659
LZH,DEL,1643
LZH,DLC,2063
LZH,DOH,205
LZH,DPS,119
LZH,DXB,265
LZH,EVN,114
LZH,FIH,475
LZH,FOC,1299
LZH,FRU,179
LZH,GMP,162
LZH,HAK,1043
LZH,HAN,395
LZH,HET,1022
LZH,HFE,2006
LZH,HGH,1012
LZH,HKG,631
LZH,HRB,1454
LZH,HRE,449
LZH,ICN,622
LZH,IKA,377
LZH,IKT,146
LZH,INC,3057
LZH,ISB,398
LZH,JIB,419
LZH,JJN,3101
LZH,KBL,213
LZH,KBP,380
LZH,KHH,263
LZH,KHI,293
LZH,KHN,2009
LZH,KHV,384
LZH,KIX,174
LZH,KJA,293
LZH,KMG,7650
LZH,KOE,106
LZH,KRT,120
LZH,KTM,420
LZH,KUL,2504
LZH,KWE,2292
LZH,LBD,339
LZH,LED,197
LZH,LFW,177
LZH,LHW,1773
LZH,LJG,150
LZH,LXA,110
LZH,LYA,168
LZH,LYG,1053
LZH,MBA,117
LZH,MDL,622
LZH,MFM,111
LZH,MNL,1978
LZH,NAY,247
LZH,NGB,529
LZH,NGO,122
LZH,NKG,1232
LZH,NNG,1236
LZH,NRT,263
LZH,OUA,220
LZH,OVB,424
LZH,PEK,46720
LZH,PEN,226
LZH,PEW,167
LZH,PNH,2039
LZH,PUS,105
LZH,PVG,1944
LZH,REP,564
LZH,RGN,507
LZH,SGN,650
LZH,SHA,48776
LZH,SHE,1566
LZH,SIN,11399
LZH,SJW,1065
LZH,SVO,222
LZH,SVX,306
LZH,SWA,4574
LZH,SYD,106
LZH,SYX,2131
LZH,SZX,4716
LZH,TAO,1118
LZH,TAS,1137
LZH,TIP,268
LZH,TLV,287
LZH,TNA,1772
LZH,TPE,1857
LZH,TSA,512
LZH,TSN,961
LZH,TXL,109
LZH,TXN,118
LZH,TYN,1922
LZH,ULN,2528
LZH,URC,1112
LZH,VIE,179
LZH,VTE,1341
LZH,VVO,136
LZH,WEH,2166
LZH,WNZ,1216
LZH,WUH,2760
LZH,WUS,930
LZH,WUX,1243
LZH,XIY,3620
LZH,XMN,7650
LZH,XNN,126
LZH,XUZ,1011
LZH,YCU,1812
LZH,YIH,1264
LZH,YIW,114
LZH,YNT,1035
LZO,ADE,254
LZO,ALA,486
LZO,ALG,393
LZO,ALP,164
LZO,ASB,393
LZO,ATQ,106
LZO,AUH,124
LZO,BAV,617
LZO,BHY,2842
LZO,BKK,6641
LZO,BKO,201
LZO,BOM,281
LZO,BZV,266
LZO,CAI,989
LZO,CAN,23552
LZO,CCU,672
LZO,CDG,135
LZO,CGK,469
LZO,CGO,1192
LZO,CGQ,448
LZO,CMN,111
LZO,COO,198
LZO,CSX,546
LZO,CTU,11574
LZO,DAC,604
LZO,DEL,1643
LZO,DLA,161
LZO,DLC,936
LZO,DOH,264
LZO,DOK,115
LZO,DPS,106
LZO,DXB,342
LZO,EVN,186
LZO,FIH,475
LZO,FOC,793
LZO,FRU,182
LZO,HAK,806
LZO,HAN,498
LZO,HET,617
LZO,HFE,1075
LZO,HGH,629
LZO,HKG,905
LZO,HRB,704
LZO,HRE,811
LZO,ICN,428
LZO,IKA,391
LZO,IKT,144
LZO,INC,3284
LZO,ISB,280
LZO,IST,106
LZO,JIB,539
LZO,JJN,2959
LZO,KBL,188
LZO,KBP,491
LZO,KHH,292
LZO,KHN,1169
LZO,KHV,266
LZO,KIV,192
LZO,KIX,119
LZO,KMG,7815
LZO,KOE,200
LZO,KTM,590
LZO,KUL,1616
LZO,KWE,1850
LZO,KWL,592
LZO,LBD,336
LZO,LED,255
LZO,LFW,353
LZO,LHW,780
LZO,LUN,111
LZO,LYG,1146
LZO,MBA,121
LZO,MDL,622
LZO,MNL,1978
LZO,NGB,331
LZO,NGO,108
LZO,NKG,742
LZO,NNG,1149
LZO,NRT,178
LZO,OUA,414
LZO,OVB,265
LZO,PEK,2450
LZO,PEN,240
LZO,PEW,233
LZO,PNH,2220
LZO,PVG,1013
LZO,REP,829
LZO,RGN,509
LZO,RIX,103
LZO,SGN,508
LZO,SHA,635
LZO,SHE,626
LZO,SIN,11399
LZO,SJW,457
LZO,SVO,287
LZO,SVX,322
LZO,SWA,3246
LZO,SYX,1507
LZO,SZX,5365
LZO,TAO,497
LZO,TAS,692
LZO,TIP,224
LZO,TLV,369
LZO,TNA,762
LZO,TPE,2211
LZO,TSN,374
LZO,TXL,140
LZO,TYN,1001
LZO,ULN,2782
LZO,URC,410
LZO,VIE,231
LZO,VTE,1478
LZO,VVO,125
LZO,WEH,1834
LZO,WNZ,710
LZO,WUH,1461
LZO,WUS,267
LZO,WUX,875
LZO,XIY,1691
LZO,XMN,1148
LZO,XUZ,1011
LZO,YCU,1812
LZO,YIH,1264
LZO,YNT,1469
LZO,ZHA,105
LZY,BAV,825
LZY,BHY,1356
LZY,BKK,435
LZY,CAN,253
LZY,CGO,339
LZY,CGQ,108
LZY,CKG,468
LZY,CSX,174
LZY,CTU,39256
LZY,DEL,149
LZY,DLC,113
LZY,FOC,155
LZY,HAK,220
LZY,HET,129
LZY,HFE,192
LZY,HGH,108
LZY,HRB,121
LZY,INC,811
LZY,JJN,106
LZY,KHN,248
LZY,KMG,134
LZY,KUL,111
LZY,KWE,452
LZY,KWL,194
LZY,LHW,227
LZY,MDL,505
LZY,MNL,149
LZY,NKG,130
LZY,NNG,343
LZY,PEK,988
LZY,PVG,241
LZY,SHA,118
LZY,SHE,105
LZY,SIN,710
LZY,SJW,106
LZY,SWA,289
LZY,SYX,394
LZY,SZX,156
LZY,TNA,147
LZY,TPE,121
LZY,TYN,265
LZY,URC,152
LZY,VTE,128
LZY,WNZ,113
LZY,WUH,444
LZY,XIY,505
LZY,XMN,191
LZY,XUZ,727
LZY,YCU,1314
LZY,YIH,1123
LZY,YNT,108
MAA,ABJ,265
MAA,ABV,15785
MAA,ACC,429
MAA,ADA,254
MAA,ADD,1953
MAA,ADE,2001
MAA,AGA,155
MAA,AGR,232
MAA,AJL,2881
MAA,ALA,1330
MAA,ALG,434
MAA,ALP,1316
MAA,ALY,1953
MAA,AMD,82110
MAA,AMI,143
MAA,AMM,1692
MAA,AMS,269
MAA,ARN,129
MAA,ASB,1297
MAA,ATH,230
MAA,ATQ,18056
MAA,ATZ,113
MAA,AUH,22464
MAA,AWZ,155
MAA,AYT,274
MAA,BAV,332
MAA,BAX,109
MAA,BBI,52633
MAA,BBU,125
MAA,BDO,750
MAA,BDQ,8523
MAA,BEG,253
MAA,BEL,437
MAA,BEY,1718
MAA,BGW,1953
MAA,BHJ,926
MAA,BHO,8642
MAA,BHU,650
MAA,BHY,477
MAA,BKI,108
MAA,BKK,74841
MAA,BKO,846
MAA,BLR,414742
MAA,BND,1381
MAA,BNE,151
MAA,BOM,1008762
MAA,BPM,2152
MAA,BPN,179
MAA,BRU,8416
MAA,BTJ,128
MAA,BUD,103
MAA,BZV,585
MAA,CAI,3561
MAA,CAN,1046
MAA,CCJ,3447
MAA,CCU,354883
MAA,CDG,462
MAA,CEB,293
MAA,CGK,2942
MAA,CGO,487
MAA,CGP,660
MAA,CJB,264056
MAA,CKG,946
MAA,CMB,20570
MAA,CMN,704
MAA,CNX,4217
MAA,COK,215992
MAA,COO,846
MAA,CPT,113
MAA,CSX,401
MAA,CTU,1728
MAA,DAC,1516
MAA,DAD,196
MAA,DAM,1370
MAA,DAR,388
MAA,DED,458
MAA,DEL,861280
MAA,DIB,6560
MAA,DKR,119
MAA,DLA,3243
MAA,DLC,283
MAA,DME,296
MAA,DMK,116
MAA,DMM,40050
MAA,DMU,651
MAA,DOH,20339
MAA,DOK,1184
MAA,DPS,197
MAA,DUB,110
MAA,DUR,1092
MAA,DVO,166
MAA,DXB,30473
MAA,DYU,281
MAA,EMA,109
MAA,ESB,280
MAA,EVN,1953
MAA,FCO,308
MAA,FEZ,154
MAA,FIH,3243
MAA,FOC,634
MAA,FRA,9100
MAA,FRU,6418
MAA,GAU,39657
MAA,GAY,2748
MAA,GOI,49623
MAA,GOP,284
MAA,GRU,109
MAA,GWL,231
MAA,GYD,543
MAA,HAJ,118
MAA,HAK,429
MAA,HAM,125
MAA,HAN,1285
MAA,HBE,357
MAA,HBX,432
MAA,HEL,114
MAA,HFE,282
MAA,HGH,405
MAA,HKG,63004
MAA,HRB,306
MAA,HRE,20056
MAA,HRG,248
MAA,HYD,485358
MAA,ICN,554
MAA,IDR,3228
MAA,IEV,238
MAA,IFN,1404
MAA,IKA,978
MAA,IMF,6717
MAA,INC,336
MAA,ISB,1336
MAA,ISK,211
MAA,IST,777
MAA,IXA,7532
MAA,IXC,8832
MAA,IXD,157
MAA,IXE,2001
MAA,IXJ,6923
MAA,IXM,218156
MAA,IXR,5038
MAA,IXS,3252
MAA,IXU,2276
MAA,JAI,3228
MAA,JDH,3376
MAA,JED,920
MAA,JFK,151
MAA,JGA,612
MAA,JHB,816
MAA,JIB,17030
MAA,JJN,2549
MAA,JLR,304
MAA,JNB,564
MAA,JOG,611
MAA,KBL,33859
MAA,KBP,699
MAA,KCH,12455
MAA,KHH,429
MAA,KHI,1388
MAA,KHN,285
MAA,KIV,3377
MAA,KIX,191
MAA,KLH,152
MAA,KMG,2025
MAA,KNU,1267
MAA,KOE,508
MAA,KRK,135
MAA,KRT,433
MAA,KTM,1457
MAA,KUF,156
MAA,KUL,62247
MAA,KWE,634
MAA,KWL,481
MAA,LAD,303
MAA,LAX,176
MAA,LBD,327
MAA,LED,303
MAA,LFW,846
MAA,LGW,153
MAA,LHE,4689
MAA,LHR,27671
MAA,LIN,113
MAA,LIR,170
MAA,LKO,14279
MAA,LOS,482
MAA,LRM,472
MAA,LUN,2259
MAA,LXR,692
MAA,LYG,217
MAA,LYP,168
MAA,MAD,177
MAA,MBA,1905
MAA,MDC,124
MAA,MDL,635
MAA,MEL,180
MAA,MES,9970
MAA,MLA,274
MAA,MLE,431
MAA,MNL,3350
MAA,MPM,1650
MAA,MSQ,172
MAA,MUC,316
MAA,MXP,322
MAA,MYY,1200
MAA,NAG,3228
MAA,NAP,127
MAA,NBO,2109
MAA,NDR,528
MAA,NGB,109
MAA,NGO,141
MAA,NKG,590
MAA,NNG,1168
MAA,NRT,532
MAA,ODS,1712
MAA,OTP,440
MAA,OUA,846
MAA,OVB,289
MAA,PAP,925
MAA,PAT,22115
MAA,PBD,124
MAA,PDG,316
MAA,PEK,2148
MAA,PEN,3915
MAA,PER,138
MAA,PEW,3504
MAA,PKU,256
MAA,PLM,324
MAA,PNH,13693
MAA,PNQ,214405
MAA,POM,291
MAA,POP,161
MAA,PRG,218
MAA,PVG,1215
MAA,RAI,340
MAA,RAJ,2267
MAA,RAK,105
MAA,REP,7600
MAA,RGN,486
MAA,RIX,147
MAA,RJA,898
MAA,ROV,145
MAA,RPR,5185
MAA,RUH,22099
MAA,RUN,264
MAA,RZE,173
MAA,SAW,243
MAA,SGN,1026
MAA,SHE,277
MAA,SHJ,54750
MAA,SIN,134426
MAA,SIP,1577
MAA,SJJ,266
MAA,SJW,267
MAA,SKG,311
MAA,SKT,116
MAA,SOC,145
MAA,SOF,407
MAA,SPU,169
MAA,STV,268
MAA,SUB,4795
MAA,SVO,320
MAA,SVX,278
MAA,SWA,1682
MAA,SXV,16790
MAA,SYD,168
MAA,SYX,231
MAA,SYZ,2062
MAA,SZB,1240
MAA,SZG,107
MAA,SZX,322
MAA,TAO,162
MAA,TAS,1237
MAA,TBS,225
MAA,TBZ,3100
MAA,TCR,16790
MAA,TGD,527
MAA,THR,244
MAA,TIA,183
MAA,TIF,138
MAA,TIP,511
MAA,TLV,657
MAA,TNA,242
MAA,TNR,211
MAA,TPE,633
MAA,TRV,149976
MAA,TRZ,100972
MAA,TSE,251
MAA,TSN,323
MAA,TUU,539
MAA,TXL,233
MAA,TYN,267
MAA,UDR,7758
MAA,ULN,494
MAA,UPG,10030
MAA,URC,284
MAA,VCE,164
MAA,VGA,694
MAA,VIE,329
MAA,VNO,207
MAA,VNS,8166
MAA,VTE,7630
MAA,VTZ,51568
MAA,WEH,178
MAA,WIL,536
MAA,WNZ,235
MAA,WUH,437
MAA,WUS,681
MAA,WUX,607
MAA,XIY,607
MAA,XMN,639
MAA,XUZ,295
MAA,YCU,736
MAA,YIH,699
MAA,YNZ,251
MAA,ZAG,138
MAA,ZHA,484
MAA,ZNZ,1638
MAA,ZRH,216
MAB,AJU,159
MAB,BEL,115998
MAB,CGB,1775
MAB,CGH,1255
MAB,CGR,1822
MAB,CNF,2120
MAB,CPQ,293
MAB,CWB,2821
MAB,FLN,1543
MAB,FOR,4639
MAB,GIG,4807
MAB,GRU,7630
MAB,GYN,246
MAB,JDO,127
MAB,MAO,1653
MAB,MCP,226
MAB,MCZ,134
MAB,NAT,3139
MAB,POA,1467
MAB,PVH,195
MAB,RAO,129
MAB,REC,7115
MAB,SDU,6777
MAB,SJP,148
MAB,SSA,3140
MAB,STM,125
MAB,THE,161
MAB,VCP,4638
MAB,VIX,174
MAD,ABJ,811
MAD,ABV,3709
MAD,ABZ,210
MAD,ACA,1077
MAD,ACC,679
MAD,ACE,96276
MAD,ADA,472
MAD,ADB,467
MAD,ADD,757
MAD,ADE,1414
MAD,AGA,441
MAD,AGP,93431
MAD,AKL,118
MAD,ALA,736
MAD,ALC,75870
MAD,ALG,37596
MAD,ALP,1022
MAD,ALY,1414
MAD,AMD,3051
MAD,AMM,35956
MAD,AMS,257100
MAD,ARN,65589
MAD,ASB,1167
MAD,ASU,158
MAD,ATH,125218
MAD,ATL,70654
MAD,ATQ,2388
MAD,AUA,269
MAD,AUH,2044
MAD,AYT,1298
MAD,BAQ,468
MAD,BAV,965
MAD,BAX,570
MAD,BBU,29210
MAD,BCN,226783
MAD,BDL,156
MAD,BEG,1859
MAD,BEL,2718
MAD,BEN,165
MAD,BEY,1784
MAD,BFS,1014
MAD,BGO,289
MAD,BGW,1693
MAD,BGY,93950
MAD,BHD,200
MAD,BHX,1340
MAD,BHY,1303
MAD,BIO,28473
MAD,BJZ,181
MAD,BKK,50570
MAD,BKO,15466
MAD,BLK,136
MAD,BLQ,63434
MAD,BLR,240
MAD,BNA,205
MAD,BND,291
MAD,BOD,38478
MAD,BOG,76625
MAD,BOJ,478
MAD,BOM,1414
MAD,BOS,47693
MAD,BRE,246
MAD,BRI,1260
MAD,BRS,33540
MAD,BRU,140636
MAD,BTS,873
MAD,BUD,103478
MAD,BVA,86680
MAD,BWI,345
MAD,BZV,12733
MAD,CAG,39501
MAD,CAI,90140
MAD,CAN,1330
MAD,CCJ,721
MAD,CCS,29065
MAD,CCU,125
MAD,CDG,267230
MAD,CEK,607
MAD,CGK,698
MAD,CGN,29016
MAD,CGO,107
MAD,CGR,252
MAD,CIA,119768
MAD,CKG,144
MAD,CKY,145
MAD,CLE,314
MAD,CLJ,16145
MAD,CLO,87640
MAD,CLT,476
MAD,CMB,101
MAD,CMN,136554
MAD,CNX,193
MAD,COO,608
MAD,COR,1221
MAD,CPH,117376
MAD,CPQ,143
MAD,CPT,160
MAD,CRL,175864
MAD,CSX,139
MAD,CTA,4050
MAD,CTG,1186
MAD,CTU,534
MAD,CUN,60424
MAD,CVG,536
MAD,DAM,3051
MAD,DAR,107
MAD,DCA,481
MAD,DEL,1414
MAD,DEN,985
MAD,DFW,66714
MAD,DKR,14935
MAD,DLA,10915
MAD,DLC,109
MAD,DME,58977
MAD,DMM,524
MAD,DOH,98012
MAD,DOK,1499
MAD,DRS,635
MAD,DTM,286
MAD,DTW,1414
MAD,DUB,170015
MAD,DUR,486
MAD,DUS,163411
MAD,DXB,38121
MAD,EAS,8349
MAD,EDI,46800
MAD,EIN,39312
MAD,ELP,105
MAD,EMA,858
MAD,EOH,500
MAD,ERF,164
MAD,ESB,689
MAD,EVN,2237
MAD,EWR,74717
MAD,EXT,139
MAD,EZE,51588
MAD,FCO,290824
MAD,FEZ,39501
MAD,FIH,17530
MAD,FLL,186
MAD,FLN,369
MAD,FLR,22039
MAD,FMO,187
MAD,FOR,2682
MAD,FRA,191868
MAD,FRL,209
MAD,FRU,3147
MAD,GDL,155
MAD,GDN,468
MAD,GIG,46503
MAD,GLA,582
MAD,GNB,118
MAD,GOA,23521
MAD,GOI,1870
MAD,GOT,944
MAD,GRU,66192
MAD,GRZ,154
MAD,GSE,231
MAD,GUA,29892
MAD,GVA,103031
MAD,GYD,666
MAD,GYE,124245
MAD,GYN,134
MAD,HAJ,855
MAD,HAM,25436
MAD,HAN,609
MAD,HAV,73250
MAD,HEL,67338
MAD,HER,589
MAD,HGH,125
MAD,HKG,3253
MAD,HRE,9206
MAD,HRG,1076
MAD,HYD,122
MAD,IAD,119520
MAD,IAH,2403
MAD,ICN,15497
MAD,IFN,255
MAD,IKA,1021
MAD,INC,797
MAD,IND,222
MAD,INN,510
MAD,ISB,295
MAD,IST,179112
MAD,JAI,1083
MAD,JED,1784
MAD,JFK,186079
MAD,JHB,122
MAD,JIB,1414
MAD,JJN,803
MAD,JNB,58650
MAD,KBL,4094
MAD,KBP,29893
MAD,KEF,1290
MAD,KHI,173
MAD,KHV,335
MAD,KIN,1131
MAD,KIV,4834
MAD,KIX,244
MAD,KMG,194
MAD,KRK,1134
MAD,KRT,320
MAD,KTM,162
MAD,KTW,16740
MAD,KUF,203
MAD,KUL,1455
MAD,KUN,147
MAD,KZN,756
MAD,LAD,318
MAD,LAS,416
MAD,LAX,3836
MAD,LBA,798
MAD,LBC,435
MAD,LBD,874
MAD,LBV,155
MAD,LCG,6898
MAD,LCJ,113
MAD,LCY,33480
MAD,LED,3596
MAD,LEI,8361
MAD,LEJ,286
MAD,LEN,1962
MAD,LFW,930
MAD,LGA,308
MAD,LGW,328282
MAD,LHE,463
MAD,LHR,456398
MAD,LIL,151
MAD,LIM,65748
MAD,LIN,61619
MAD,LIR,2778
MAD,LIS,77705
MAD,LJU,5332
MAD,LNZ,240
MAD,LOS,22776
MAD,LPA,85930
MAD,LPB,1173
MAD,LPL,46800
MAD,LRM,1172
MAD,LTN,116919
MAD,LUN,3228
MAD,LWO,8684
MAD,LXR,4873
MAD,LYG,979
MAD,LYS,57490
MAD,MAA,177
MAD,MAN,1737
MAD,MAO,776
MAD,MAR,269
MAD,MBA,12985
MAD,MCI,150
MAD,MCO,1168
MAD,MCZ,130
MAD,MDE,1744
MAD,MEL,126
MAD,MEM,266
MAD,MEX,210132
MAD,MIA,31638
MAD,MJV,16058
MAD,MKE,199
MAD,MLA,38124
MAD,MLE,141
MAD,MMX,150
MAD,MNL,842
MAD,MPL,6500
MAD,MPM,4012
MAD,MRS,93392
MAD,MSP,978
MAD,MSQ,446
MAD,MSY,199
MAD,MTY,341
MAD,MUC,260798
MAD,MVD,74589
MAD,MXP,164130
MAD,NAP,34320
MAD,NAS,129
MAD,NAT,1138
MAD,NBO,761
MAD,NCE,64320
MAD,NCL,591
MAD,NDR,19743
MAD,NGO,124
MAD,NKG,163
MAD,NNG,105
MAD,NRN,868
MAD,NRT,2847
MAD,NTE,32225
MAD,NUE,551
MAD,NYO,237
MAD,ODS,3336
MAD,OMS,352
MAD,OPO,49359
MAD,ORD,86264
MAD,ORF,199
MAD,ORK,362
MAD,ORN,523
MAD,ORY,184828
MAD,OTP,60807
MAD,OUA,1441
MAD,OVB,239
MAD,OVD,14686
MAD,PAD,101
MAD,PAP,9452
MAD,PEK,38280
MAD,PEN,160
MAD,PEW,2690
MAD,PHL,60673
MAD,PHX,680
MAD,PIK,520
MAD,PIT,343
MAD,PMI,161692
MAD,PMO,7380
MAD,PNA,2929
MAD,PNH,1839
MAD,PNQ,1418
MAD,POP,730
MAD,POZ,250
MAD,PRG,197704
MAD,PSR,127
MAD,PTP,282
MAD,PTY,17480
MAD,PVG,3764
MAD,PVR,104
MAD,RAI,1428
MAD,RAK,41207
MAD,RDU,238
MAD,REC,1810
MAD,REP,550
MAD,RIC,127
MAD,RIX,12814
MAD,ROC,198
MAD,ROV,233
MAD,RUH,2259
MAD,RUN,304
MAD,RZE,376
MAD,SAN,194
MAD,SAP,1901
MAD,SAW,746
MAD,SBZ,1825
MAD,SCL,69136
MAD,SCO,127
MAD,SCU,681
MAD,SDQ,11777
MAD,SDR,7404
MAD,SDU,845
MAD,SEA,384
MAD,SFO,1797
MAD,SGN,280
MAD,SHE,102
MAD,SHJ,499
MAD,SIN,4621
MAD,SIP,1086
MAD,SJJ,1008
MAD,SJO,25390
MAD,SJU,38946
MAD,SKG,3611
MAD,SLC,312
MAD,SOF,63243
MAD,SOU,103
MAD,SPU,753
MAD,SSA,15249
MAD,SSG,880
MAD,STL,293
MAD,STN,137876
MAD,STR,34788
MAD,SVG,366
MAD,SVO,40520
MAD,SVQ,43845
MAD,SVX,698
MAD,SWA,1042
MAD,SXB,12800
MAD,SXF,65832
MAD,SYD,155
MAD,SYZ,620
MAD,SZG,740
MAD,SZX,174
MAD,TAS,812
MAD,TBS,654
MAD,TBZ,120
MAD,TFN,84489
MAD,TFS,78434
MAD,TGD,1187
MAD,TIA,604
MAD,TIP,7800
MAD,TLL,505
MAD,TLS,48516
MAD,TLV,114774
MAD,TMP,135
MAD,TNG,19089
MAD,TPA,282
MAD,TPE,1040
